station_id,month,electricity_cost_per_kwh,total_energy_supplied_kwh,total_energy_cost
101,2025-12-01,1.95,8241.00,16069.95
102,2024-01-01,2.40,8657.00,20776.80
102,2024-02-01,2.40,8133.00,19519.20
102,2024-03-01,2.40,11756.00,28214.40
102,2024-04-01,2.25,11304.00,25434.00
102,2024-05-01,2.25,16729.00,37640.25
102,2024-06-01,2.25,15693.00,35309.25
102,2024-07-01,2.40,16218.00,38923.20
102,2024-08-01,1.95,10387.00,20254.65
102,2024-09-01,2.40,13742.00,32980.80
102,2024-10-01,2.10,10514.00,22079.40
102,2024-11-01,2.10,13604.00,28568.40
102,2024-12-01,2.10,16683.00,35034.30
102,2025-01-01,2.25,12530.00,28192.50
102,2025-02-01,2.10,19199.00,40317.90
102,2025-03-01,1.95,13020.00,25389.00
102,2025-04-01,2.25,12168.00,27378.00
102,2025-05-01,2.10,15949.00,33492.90
102,2025-06-01,2.25,9471.00,21309.75
102,2025-07-01,1.95,16692.00,32549.40
102,2025-08-01,1.95,9110.00,17764.50
102,2025-09-01,2.25,18159.00,40857.75
102,2025-10-01,2.25,9038.00,20335.50
102,2025-11-01,2.40,17329.00,41589.60
102,2025-12-01,2.25,10126.00,22783.50
103,2024-01-01,1.95,8223.00,16034.85
103,2024-02-01,1.95,17544.00,34210.80
103,2024-03-01,2.10,10925.00,22942.50
103,2024-04-01,2.25,17658.00,39730.50
103,2024-05-01,2.25,12331.00,27744.75
103,2024-06-01,2.10,8525.00,17902.50
103,2024-07-01,2.25,14788.00,33273.00
103,2024-08-01,2.40,19751.00,47402.40
103,2024-09-01,2.10,11688.00,24544.80
103,2024-10-01,2.10,9031.00,18965.10
103,2024-11-01,2.10,19304.00,40538.40
103,2024-12-01,2.10,13121.00,27554.10
103,2025-01-01,2.10,9883.00,20754.30
103,2025-02-01,2.10,14586.00,30630.60
103,2025-03-01,2.40,14654.00,35169.60
103,2025-04-01,2.10,11734.00,24641.40
103,2025-05-01,1.95,11872.00,23150.40
103,2025-06-01,1.95,13915.00,27134.25
103,2025-07-01,2.10,19538.00,41029.80
103,2025-08-01,2.25,18479.00,41577.75
103,2025-09-01,2.40,17724.00,42537.60
103,2025-10-01,2.10,13023.00,27348.30
103,2025-11-01,2.10,17988.00,37774.80
103,2025-12-01,2.25,8203.00,18456.75
104,2024-01-01,2.25,11980.00,26955.00
104,2024-02-01,1.95,16195.00,31580.25
104,2024-03-01,2.25,8096.00,18216.00
104,2024-04-01,2.40,18067.00,43360.80
104,2024-05-01,2.40,12906.00,30974.40
104,2024-06-01,2.40,13487.00,32368.80
104,2024-07-01,2.10,19887.00,41762.70
104,2024-08-01,2.25,18937.00,42608.25
104,2024-09-01,2.10,14596.00,30651.60
104,2024-10-01,2.40,19887.00,47728.80
104,2024-11-01,2.40,11822.00,28372.80
104,2024-12-01,2.25,14942.00,33619.50
104,2025-01-01,1.95,12314.00,24012.30
104,2025-02-01,2.10,12061.00,25328.10
104,2025-03-01,2.25,9748.00,21933.00
104,2025-04-01,2.10,19852.00,41689.20
104,2025-05-01,2.10,13409.00,28158.90
104,2025-06-01,2.10,13768.00,28912.80
104,2025-07-01,1.95,8220.00,16029.00
104,2025-08-01,2.40,19455.00,46692.00
104,2025-09-01,2.25,14985.00,33716.25
104,2025-10-01,2.25,13993.00,31484.25
104,2025-11-01,2.40,13623.00,32695.20
104,2025-12-01,2.40,14714.00,35313.60
105,2024-01-01,2.10,19032.00,39967.20
105,2024-02-01,2.10,19801.00,41582.10
105,2024-03-01,2.25,12275.00,27618.75
105,2024-04-01,2.10,10654.00,22373.40
105,2024-05-01,2.10,10226.00,21474.60
105,2024-06-01,1.95,13685.00,26685.75
105,2024-07-01,2.10,8630.00,18123.00
105,2024-08-01,2.25,12278.00,27625.50
105,2024-09-01,2.10,9694.00,20357.40
105,2024-10-01,2.40,15018.00,36043.20
105,2024-11-01,2.40,17644.00,42345.60
105,2024-12-01,2.10,12763.00,26802.30
105,2025-01-01,2.10,18843.00,39570.30
105,2025-02-01,2.25,14077.00,31673.25
105,2025-03-01,2.10,9689.00,20346.90
105,2025-04-01,2.10,15734.00,33041.40
105,2025-05-01,2.25,18535.00,41703.75
105,2025-06-01,2.25,11337.00,25508.25
105,2025-07-01,2.25,19645.00,44201.25
105,2025-08-01,2.40,10950.00,26280.00
105,2025-09-01,2.40,12780.00,30672.00
105,2025-10-01,2.40,16255.00,39012.00
105,2025-11-01,2.10,14564.00,30584.40
105,2025-12-01,2.10,18116.00,38043.60
106,2024-01-01,1.95,19902.00,38808.90
106,2024-02-01,2.25,14461.00,32537.25
106,2024-03-01,2.40,16851.00,40442.40
106,2024-04-01,1.95,11486.00,22397.70
106,2024-05-01,1.95,13145.00,25632.75
106,2024-06-01,2.40,15419.00,37005.60
106,2024-07-01,2.40,15045.00,36108.00
106,2024-08-01,2.40,9543.00,22903.20
106,2024-09-01,1.95,10402.00,20283.90
106,2024-10-01,2.25,12014.00,27031.50
106,2024-11-01,2.40,14341.00,34418.40
106,2024-12-01,1.95,17829.00,34766.55
106,2025-01-01,2.25,9802.00,22054.50
106,2025-02-01,2.25,15213.00,34229.25
106,2025-03-01,1.95,9632.00,18782.40
106,2025-04-01,2.10,13520.00,28392.00
106,2025-05-01,2.25,13236.00,29781.00
106,2025-06-01,2.25,16612.00,37377.00
106,2025-07-01,2.25,15444.00,34749.00
106,2025-08-01,2.10,13831.00,29045.10
106,2025-09-01,2.40,17540.00,42096.00
106,2025-10-01,2.10,11007.00,23114.70
106,2025-11-01,2.25,15791.00,35529.75
106,2025-12-01,2.10,11115.00,23341.50
107,2024-01-01,1.95,16572.00,32315.40
107,2024-02-01,1.95,19729.00,38471.55
107,2024-03-01,2.10,11304.00,23738.40
107,2024-04-01,2.25,18015.00,40533.75
107,2024-05-01,2.10,19922.00,41836.20
107,2024-06-01,2.40,15655.00,37572.00
107,2024-07-01,2.10,9357.00,19649.70
107,2024-08-01,1.95,12297.00,23979.15
107,2024-09-01,2.40,11272.00,27052.80
107,2024-10-01,2.25,10870.00,24457.50
107,2024-11-01,2.25,11471.00,25809.75
107,2024-12-01,2.40,9188.00,22051.20
107,2025-01-01,1.95,15008.00,29265.60
107,2025-02-01,2.10,11927.00,25046.70
107,2025-03-01,2.25,13296.00,29916.00
107,2025-04-01,2.10,18053.00,37911.30
107,2025-05-01,2.25,10652.00,23967.00
107,2025-06-01,1.95,11590.00,22600.50
107,2025-07-01,2.25,8327.00,18735.75
107,2025-08-01,1.95,15842.00,30891.90
107,2025-09-01,1.95,18055.00,35207.25
107,2025-10-01,2.25,11721.00,26372.25
107,2025-11-01,2.10,9922.00,20836.20
107,2025-12-01,2.40,12000.00,28800.00
108,2024-01-01,2.40,11811.00,28346.40
108,2024-02-01,1.95,14017.00,27333.15
108,2024-03-01,2.25,19904.00,44784.00
108,2024-04-01,2.10,19022.00,39946.20
108,2024-05-01,2.10,11521.00,24194.10
108,2024-06-01,1.95,15964.00,31129.80
108,2024-07-01,1.95,15569.00,30359.55
108,2024-08-01,2.10,10261.00,21548.10
108,2024-09-01,2.25,12707.00,28590.75
108,2024-10-01,2.10,14595.00,30649.50
108,2024-11-01,2.25,16538.00,37210.50
108,2024-12-01,2.10,11746.00,24666.60
108,2025-01-01,1.95,11880.00,23166.00
108,2025-02-01,2.40,18299.00,43917.60
108,2025-03-01,2.25,16220.00,36495.00
108,2025-04-01,2.40,11373.00,27295.20
108,2025-05-01,1.95,16496.00,32167.20
108,2025-06-01,2.10,11717.00,24605.70
108,2025-07-01,2.40,19027.00,45664.80
108,2025-08-01,2.25,11737.00,26408.25
108,2025-09-01,2.25,18481.00,41582.25
108,2025-10-01,1.95,16960.00,33072.00
108,2025-11-01,2.10,14624.00,30710.40
108,2025-12-01,2.40,10722.00,25732.80
109,2024-01-01,2.25,11040.00,24840.00
109,2024-02-01,2.10,17105.00,35920.50
109,2024-03-01,2.25,10090.00,22702.50
109,2024-04-01,2.40,13591.00,32618.40
109,2024-05-01,2.40,17046.00,40910.40
109,2024-06-01,2.40,18418.00,44203.20
109,2024-07-01,1.95,8842.00,17241.90
109,2024-08-01,2.40,19803.00,47527.20
109,2024-09-01,1.95,10617.00,20703.15
109,2024-10-01,2.10,11104.00,23318.40
109,2024-11-01,2.40,13180.00,31632.00
109,2024-12-01,2.25,11194.00,25186.50
109,2025-01-01,1.95,19672.00,38360.40
109,2025-02-01,2.40,8650.00,20760.00
109,2025-03-01,2.40,17500.00,42000.00
109,2025-04-01,2.10,10327.00,21686.70
109,2025-05-01,2.40,9712.00,23308.80
109,2025-06-01,1.95,10634.00,20736.30
109,2025-07-01,2.25,19073.00,42914.25
109,2025-08-01,1.95,8970.00,17491.50
109,2025-09-01,2.10,13979.00,29355.90
109,2025-10-01,2.40,16600.00,39840.00
109,2025-11-01,1.95,18311.00,35706.45
109,2025-12-01,2.40,9947.00,23872.80
110,2024-01-01,2.10,8127.00,17066.70
110,2024-02-01,2.10,8974.00,18845.40
110,2024-03-01,2.40,14083.00,33799.20
110,2024-04-01,1.95,11643.00,22703.85
110,2024-05-01,2.25,9120.00,20520.00
110,2024-06-01,2.10,19381.00,40700.10
110,2024-07-01,1.95,17568.00,34257.60
110,2024-08-01,2.25,12749.00,28685.25
110,2024-09-01,2.40,18150.00,43560.00
110,2024-10-01,2.25,10266.00,23098.50
110,2024-11-01,2.40,9150.00,21960.00
110,2024-12-01,2.40,17096.00,41030.40
110,2025-01-01,1.95,18834.00,36726.30
110,2025-02-01,2.25,10633.00,23924.25
110,2025-03-01,2.10,19354.00,40643.40
110,2025-04-01,2.40,16377.00,39304.80
110,2025-05-01,2.40,11537.00,27688.80
110,2025-06-01,2.10,18276.00,38379.60
110,2025-07-01,2.40,13827.00,33184.80
110,2025-08-01,1.95,18709.00,36482.55
110,2025-09-01,2.40,8247.00,19792.80
110,2025-10-01,2.25,13707.00,30840.75
110,2025-11-01,2.10,14251.00,29927.10
110,2025-12-01,2.10,12364.00,25964.40
111,2024-01-01,1.95,16281.00,31747.95
111,2024-02-01,2.10,8425.00,17692.50
111,2024-03-01,2.40,15998.00,38395.20
111,2024-04-01,2.40,16689.00,40053.60
111,2024-05-01,2.40,18807.00,45136.80
111,2024-06-01,1.95,14757.00,28776.15
111,2024-07-01,2.25,16467.00,37050.75
111,2024-08-01,2.10,8897.00,18683.70
111,2024-09-01,2.10,19041.00,39986.10
111,2024-10-01,2.40,11912.00,28588.80
111,2024-11-01,2.25,19303.00,43431.75
111,2024-12-01,2.40,18489.00,44373.60
111,2025-01-01,2.10,12581.00,26420.10
111,2025-02-01,2.10,8015.00,16831.50
111,2025-03-01,2.40,9247.00,22192.80
111,2025-04-01,2.25,10275.00,23118.75
111,2025-05-01,2.25,9297.00,20918.25
111,2025-06-01,2.25,10962.00,24664.50
111,2025-07-01,1.95,16817.00,32793.15
111,2025-08-01,2.40,12140.00,29136.00
111,2025-09-01,2.10,17932.00,37657.20
111,2025-10-01,2.40,15217.00,36520.80
111,2025-11-01,2.25,17401.00,39152.25
111,2025-12-01,2.10,10578.00,22213.80
112,2024-01-01,1.95,14927.00,29107.65
112,2024-02-01,2.25,18374.00,41341.50
112,2024-03-01,2.10,13021.00,27344.10
112,2024-04-01,2.25,16373.00,36839.25
112,2024-05-01,2.40,14280.00,34272.00
112,2024-06-01,2.25,8442.00,18994.50
112,2024-07-01,1.95,14488.00,28251.60
112,2024-08-01,2.40,9640.00,23136.00
112,2024-09-01,2.25,18466.00,41548.50
112,2024-10-01,2.25,10814.00,24331.50
112,2024-11-01,2.40,11769.00,28245.60
112,2024-12-01,1.95,15571.00,30363.45
112,2025-01-01,2.10,8396.00,17631.60
112,2025-02-01,2.40,13213.00,31711.20
112,2025-03-01,1.95,12725.00,24813.75
112,2025-04-01,2.25,11403.00,25656.75
112,2025-05-01,2.10,16232.00,34087.20
112,2025-06-01,1.95,9271.00,18078.45
112,2025-07-01,2.25,15376.00,34596.00
112,2025-08-01,2.40,14572.00,34972.80
112,2025-09-01,2.10,12837.00,26957.70
112,2025-10-01,2.25,9555.00,21498.75
112,2025-11-01,2.10,10839.00,22761.90
112,2025-12-01,2.40,13974.00,33537.60
113,2024-01-01,2.25,10171.00,22884.75
113,2024-02-01,2.25,8330.00,18742.50
113,2024-03-01,2.40,14050.00,33720.00
113,2024-04-01,1.95,17337.00,33807.15
113,2024-05-01,2.40,19319.00,46365.60
113,2024-06-01,2.40,12837.00,30808.80
113,2024-07-01,2.10,19244.00,40412.40
113,2024-08-01,1.95,16258.00,31703.10
113,2024-09-01,2.10,12492.00,26233.20
113,2024-10-01,1.95,9940.00,19383.00
113,2024-11-01,2.40,9353.00,22447.20
113,2024-12-01,2.10,17921.00,37634.10
113,2025-01-01,2.10,9258.00,19441.80
113,2025-02-01,2.25,14133.00,31799.25
113,2025-03-01,1.95,10154.00,19800.30
113,2025-04-01,2.10,9129.00,19170.90
113,2025-05-01,2.25,8479.00,19077.75
113,2025-06-01,2.10,12210.00,25641.00
113,2025-07-01,2.40,14774.00,35457.60
113,2025-08-01,2.40,9600.00,23040.00
113,2025-09-01,1.95,9861.00,19228.95
113,2025-10-01,2.40,19009.00,45621.60
113,2025-11-01,2.25,17338.00,39010.50
113,2025-12-01,2.40,10032.00,24076.80
114,2024-01-01,1.95,15976.00,31153.20
114,2024-02-01,2.25,18712.00,42102.00
114,2024-03-01,2.40,8278.00,19867.20
114,2024-04-01,2.40,17704.00,42489.60
114,2024-05-01,2.40,12004.00,28809.60
114,2024-06-01,1.95,13132.00,25607.40
114,2024-07-01,1.95,10032.00,19562.40
114,2024-08-01,2.40,19055.00,45732.00
114,2024-09-01,2.40,19280.00,46272.00
114,2024-10-01,2.10,15968.00,33532.80
114,2024-11-01,1.95,9463.00,18452.85
114,2024-12-01,1.95,11751.00,22914.45
114,2025-01-01,2.40,11355.00,27252.00
114,2025-02-01,1.95,13387.00,26104.65
114,2025-03-01,2.10,12486.00,26220.60
114,2025-04-01,2.10,12272.00,25771.20
114,2025-05-01,2.25,15043.00,33846.75
114,2025-06-01,2.25,15651.00,35214.75
114,2025-07-01,2.10,13192.00,27703.20
114,2025-08-01,2.25,11212.00,25227.00
114,2025-09-01,2.25,11194.00,25186.50
114,2025-10-01,2.10,19892.00,41773.20
114,2025-11-01,2.25,17222.00,38749.50
114,2025-12-01,2.25,17384.00,39114.00
115,2024-01-01,2.10,15576.00,32709.60
115,2024-02-01,2.10,17439.00,36621.90
115,2024-03-01,1.95,18647.00,36361.65
115,2024-04-01,2.10,13765.00,28906.50
115,2024-05-01,2.10,16522.00,34696.20
115,2024-06-01,2.10,10202.00,21424.20
115,2024-07-01,1.95,11752.00,22916.40
115,2024-08-01,1.95,9670.00,18856.50
115,2024-09-01,2.25,13007.00,29265.75
115,2024-10-01,2.40,18285.00,43884.00
115,2024-11-01,2.40,13404.00,32169.60
115,2024-12-01,2.40,19422.00,46612.80
115,2025-01-01,2.25,10335.00,23253.75
115,2025-02-01,2.25,17259.00,38832.75
115,2025-03-01,2.40,11349.00,27237.60
115,2025-04-01,1.95,15451.00,30129.45
115,2025-05-01,2.40,16008.00,38419.20
115,2025-06-01,2.25,19594.00,44086.50
115,2025-07-01,2.10,16339.00,34311.90
115,2025-08-01,1.95,12609.00,24587.55
115,2025-09-01,1.95,9224.00,17986.80
115,2025-10-01,2.10,10861.00,22808.10
115,2025-11-01,2.40,9839.00,23613.60
115,2025-12-01,2.10,8783.00,18444.30
116,2024-01-01,1.95,11806.00,23021.70
116,2024-02-01,2.40,13651.00,32762.40
116,2024-03-01,2.40,12765.00,30636.00
116,2024-04-01,2.10,14815.00,31111.50
116,2024-05-01,2.40,8684.00,20841.60
116,2024-06-01,2.25,15545.00,34976.25
116,2024-07-01,2.25,8407.00,18915.75
116,2024-08-01,2.10,14943.00,31380.30
116,2024-09-01,1.95,15375.00,29981.25
116,2024-10-01,2.25,19100.00,42975.00
116,2024-11-01,2.40,18814.00,45153.60
116,2024-12-01,2.10,16719.00,35109.90
116,2025-01-01,2.10,13093.00,27495.30
116,2025-02-01,2.40,18599.00,44637.60
116,2025-03-01,2.25,9505.00,21386.25
116,2025-04-01,2.25,8739.00,19662.75
116,2025-05-01,2.10,12442.00,26128.20
116,2025-06-01,2.40,19143.00,45943.20
116,2025-07-01,2.10,9409.00,19758.90
116,2025-08-01,2.10,12600.00,26460.00
116,2025-09-01,2.40,15162.00,36388.80
116,2025-10-01,2.40,14507.00,34816.80
116,2025-11-01,2.40,13591.00,32618.40
116,2025-12-01,2.25,14829.00,33365.25
117,2024-01-01,2.10,17937.00,37667.70
117,2024-02-01,2.10,11392.00,23923.20
117,2024-03-01,1.95,16085.00,31365.75
117,2024-04-01,2.40,18444.00,44265.60
117,2024-05-01,1.95,8622.00,16812.90
117,2024-06-01,2.40,19936.00,47846.40
117,2024-07-01,2.10,8958.00,18811.80
117,2024-08-01,2.25,10064.00,22644.00
117,2024-09-01,2.40,15929.00,38229.60
117,2024-10-01,2.40,14677.00,35224.80
117,2024-11-01,2.40,13296.00,31910.40
117,2024-12-01,2.10,8243.00,17310.30
117,2025-01-01,2.25,15232.00,34272.00
117,2025-02-01,2.25,11315.00,25458.75
117,2025-03-01,2.40,14132.00,33916.80
117,2025-04-01,2.40,13293.00,31903.20
117,2025-05-01,2.25,19791.00,44529.75
117,2025-06-01,2.10,14904.00,31298.40
117,2025-07-01,1.95,19134.00,37311.30
117,2025-08-01,1.95,16121.00,31435.95
117,2025-09-01,2.10,15210.00,31941.00
117,2025-10-01,2.25,9519.00,21417.75
117,2025-11-01,2.10,19915.00,41821.50
117,2025-12-01,2.25,13966.00,31423.50
118,2024-01-01,1.95,12668.00,24702.60
118,2024-02-01,1.95,17912.00,34928.40
118,2024-03-01,2.10,9134.00,19181.40
118,2024-04-01,1.95,8964.00,17479.80
118,2024-05-01,2.25,13087.00,29445.75
118,2024-06-01,2.25,14260.00,32085.00
118,2024-07-01,2.40,10199.00,24477.60
118,2024-08-01,2.25,10868.00,24453.00
118,2024-09-01,2.10,18933.00,39759.30
118,2024-10-01,1.95,18382.00,35844.90
118,2024-11-01,2.25,10657.00,23978.25
118,2024-12-01,2.10,11822.00,24826.20
118,2025-01-01,2.10,13634.00,28631.40
118,2025-02-01,2.25,14270.00,32107.50
118,2025-03-01,1.95,8035.00,15668.25
118,2025-04-01,1.95,17793.00,34696.35
118,2025-05-01,2.10,17721.00,37214.10
118,2025-06-01,2.10,8286.00,17400.60
118,2025-07-01,2.25,16149.00,36335.25
118,2025-08-01,2.25,18260.00,41085.00
118,2025-09-01,2.25,10625.00,23906.25
118,2025-10-01,2.40,10940.00,26256.00
118,2025-11-01,1.95,14345.00,27972.75
118,2025-12-01,2.25,15388.00,34623.00
119,2024-01-01,2.40,14165.00,33996.00
119,2024-02-01,1.95,14040.00,27378.00
119,2024-03-01,2.10,11437.00,24017.70
119,2024-04-01,2.10,9842.00,20668.20
119,2024-05-01,2.40,10089.00,24213.60
119,2024-06-01,1.95,8647.00,16861.65
119,2024-07-01,2.10,8633.00,18129.30
119,2024-08-01,2.25,10925.00,24581.25
119,2024-09-01,2.40,18927.00,45424.80
119,2024-10-01,2.40,15806.00,37934.40
119,2024-11-01,2.10,16731.00,35135.10
119,2024-12-01,2.10,19919.00,41829.90
119,2025-01-01,1.95,11432.00,22292.40
119,2025-02-01,2.25,12040.00,27090.00
119,2025-03-01,2.40,9593.00,23023.20
119,2025-04-01,2.40,13474.00,32337.60
119,2025-05-01,2.10,8946.00,18786.60
119,2025-06-01,1.95,17909.00,34922.55
119,2025-07-01,1.95,15926.00,31055.70
119,2025-08-01,2.10,15232.00,31987.20
119,2025-09-01,1.95,16539.00,32251.05
119,2025-10-01,2.10,12713.00,26697.30
119,2025-11-01,2.25,14011.00,31524.75
119,2025-12-01,2.25,14849.00,33410.25
120,2024-01-01,2.40,11276.00,27062.40
120,2024-02-01,2.10,9690.00,20349.00
120,2024-03-01,2.25,18595.00,41838.75
120,2024-04-01,2.25,12308.00,27693.00
120,2024-05-01,2.25,11078.00,24925.50
120,2024-06-01,2.25,8811.00,19824.75
120,2024-07-01,2.25,12642.00,28444.50
120,2024-08-01,2.10,16117.00,33845.70
120,2024-09-01,2.25,10796.00,24291.00
120,2024-10-01,2.40,19902.00,47764.80
120,2024-11-01,2.40,10313.00,24751.20
120,2024-12-01,2.10,17981.00,37760.10
120,2025-01-01,2.25,16108.00,36243.00
120,2025-02-01,2.40,17454.00,41889.60
120,2025-03-01,1.95,13615.00,26549.25
120,2025-04-01,2.25,12372.00,27837.00
120,2025-05-01,2.25,13598.00,30595.50
120,2025-06-01,2.40,12689.00,30453.60
120,2025-07-01,2.40,8541.00,20498.40
120,2025-08-01,2.40,12618.00,30283.20
120,2025-09-01,2.10,13091.00,27491.10
120,2025-10-01,2.40,19364.00,46473.60
120,2025-11-01,2.10,16274.00,34175.40
120,2025-12-01,2.40,12683.00,30439.20
